ID;petName;bornDatePet;petGender;typePet
599;Percy;10/15/2016;Male;Bush dog
600;Nathan;1/16/2012;Male;Chital
601;Bart;3/15/2010;Male;Brown hyena
602;Sofia;12/21/2007;Female;Common ringtail
603;Julian;12/24/2014;Male;Caracal
604;Lana;11/11/2014;Female;Fat-tailed dunnart
605;Bryce;2/2/2018;Female;European shelduck
606;Denis;2/27/2015;Male;Common langur
607;Tara;5/30/2009;Female;Baboon
608;Joseph;10/13/2010;Male;Emerald green tree boa
609;Percy;2/24/2014;Male;Black spider monkey
610;Carissa;5/11/2012;Female;Feral rock pigeon
611;Sadie;10/27/2015;Female;Crab
612;Carter;7/4/2016;Male;Elephant
613;William;3/11/2013;Male;Cattle egret
614;Anabelle;7/15/2014;Female;Blue shark
615;Peter;6/3/2019;Male;Great cormorant
616;Cristal;4/9/2011;Female;Cobra
617;Mark;10/1/2009;Male;Desert spiny lizard
618;Barney;4/27/2019;Male;Chicken
619;Nate;2/11/2019;Male;Boar
620;Melania;5/20/2013;Female;Elephant
621;Henry;12/23/2014;Male;Indian giant squirrel
622;Eduardo;3/18/2013;Male;Honey badger
623;Sebastian;9/4/2010;Male;Giant heron
624;Maia;4/16/2016;Female;Fly
625;Boris;12/12/2016;Male;Hoary marmot
626;Macy;3/31/2018;Female;Armadillo
627;Clint;3/6/2016;Male;European shelduck
628;Emmanuelle;10/26/2011;Female;Groundhog
629;William;10/8/2013;Male;Avocet
630;Cedrick;3/17/2009;Male;Bald Eagle
631;Julius;8/19/2009;Male;Hamster
632;Sebastian;5/7/2008;Male;Great cormorant
633;Ronald;8/7/2009;Male;JellyFish
634;Dorothy;11/24/2013;Female;Cape wild cat
635;Alessia;9/21/2017;Female;JellyFish
636;Johnny;12/28/2004;Male;Barking gecko
637;Cadence;4/24/2012;Female;Flightless cormorant
638;Alessia;5/2/2008;Female;Albatross
639;Melinda;4/8/2010;Female;Downy woodpecker
640;Victoria;4/30/2014;Female;Eastern fox squirrel
641;Russel;4/22/2014;Male;California sea lion
642;Sara;5/6/2005;Female;Glossy ibis
643;Liv;10/27/2011;Female;Hottentot teal
644;Hailey;3/12/2010;Female;Caracal
645;Isabella;4/5/2013;Female;Killer whale
646;Nathan;5/28/2010;Male;Giant armadillo
647;Molly;2/21/2010;Female;Donkey
648;Gabriel;9/28/2015;Male;Hoary marmot
649;Chad;1/28/2010;Male;Chestnut weaver
650;Zara;6/2/2010;Female;Polar Bear
651;Beatrice;8/12/2006;Female;Giant anteater
652;Carmella;4/16/2012;Female;African lion
653;Liam;4/15/2004;Male;Leopard
654;Miley;7/3/2009;Female;European wild cat
655;Doug;5/8/2016;Male;Dusky rattlesnake
656;Benny;10/29/2013;Male;Griffon vulture
657;Barney;7/3/2017;Male;Black-tailed deer
658;Mary;2/16/2012;Female;Fly
659;Naomi;6/24/2010;Female;Weasel
660;Kieth;9/26/2008;Male;American buffalo
661;Michael;1/9/2013;Male;Downy woodpecker
662;Luna;1/25/2016;Female;Chipmunk
663;Henry;7/13/2013;Male;Black-tailed deer
664;Bree;9/16/2017;Female;Alpaca
665;Mavis;6/23/2010;Female;Gray langur
666;Angel;5/31/2010;Female;Greater flamingo
667;Goldie;12/19/2013;Female;Rat
668;Dalia;2/4/2017;Female;Chestnut weaver
669;Carla;1/6/2007;Female;Deer
670;Hazel;8/6/2006;Female;Arctic fox
671;Maxwell;9/3/2011;Male;American buffalo
672;Beatrice;7/13/2017;Female;Chital
673;Barney;3/2/2019;Male;Great egret
674;Ethan;12/7/2011;Male;Cape raven
675;Jamie;7/18/2004;Female;Huron
676;Leanne;4/5/2006;Female;Dromedary camel
677;Mabel;12/4/2016;Female;Eastern cottontail rabbit
678;Emmanuelle;10/9/2015;Female;Collared lizard
679;Danny;7/28/2019;Male;Albatross
680;Martin;5/14/2004;Male;Collared lizard
681;Summer;11/23/2004;Female;Common wombat
682;Rosemary;2/9/2017;Female;Sparrow
683;Boris;10/27/2018;Male;Sea Elephant
684;Emerald;3/7/2006;Female;Eastern cottontail rabbit
685;Nate;2/12/2017;Male;Hottentot teal
686;Maribel;9/9/2008;Female;Raccoon
687;Shannon;12/28/2016;Female;Eastern cottontail rabbit
688;Michaela;9/22/2006;Female;Avocet
689;Valentina;11/26/2013;Female;Indian porcupine
690;Nicholas;3/20/2016;Male;Yak
691;Martin;6/11/2004;Male;Toucan
692;Valentina;1/8/2014;Female;Hedgedog
693;Jules;4/28/2010;Female;Black-footed ferret
694;Julianna;3/5/2005;Female;Gila monster
695;Ruby;10/17/2013;Female;Eastern indigo snake
696;Cedrick;2/27/2014;Male;eagle
697;Alma;5/29/2012;Female;Great horned owl
698;Johnathan;4/25/2011;Male;Great white pelican
699;Joseph;5/27/2018;Male;Caribou
700;Rocco;6/11/2013;Male;Weasel
701;Matthew;4/19/2008;Male;Kori bustard
702;Hazel;1/31/2006;Female;Sea Lion
703;Rae;8/30/2006;Female;Yak
704;Bart;9/2/2018;Male;Monkey
705;Chris;3/26/2004;Male;Bison
706;Shannon;5/13/2008;Female;Butterfly
707;Sloane;10/5/2008;Female;Collared lemming
708;Rosie;2/7/2008;Female;Grizzly bear
709;Ronald;5/22/2015;Male;Alpaca
710;Chelsea;8/10/2019;Female;Blue catfish
711;Nate;7/5/2006;Male;Horned rattlesnake
712;Liv;12/10/2010;Female;California sea lion
713;Nicole;10/14/2018;Female;Great white pelican
714;Camden;5/21/2009;Female;Ladybug
715;Sasha;7/8/2016;Female;European wild cat
716;Matthew;9/16/2005;Male;Deer
717;Ellen;12/28/2008;Female;Black-capped chickadee
718;Barney;10/11/2013;Male;Caracal
719;Claire;6/20/2014;Female;Fringe-eared oryx
720;Marie;7/25/2004;Female;Arctic fox
721;Gladys;7/10/2014;Female;Dusky gull
722;Daron;8/2/2016;Male;Wolverine
723;Nick;12/17/2008;Male;Kudu
724;Angela;5/19/2014;Female;Chital
725;John;9/28/2010;Male;Chicken
726;Vivian;1/20/2014;Female;Giant armadillo
727;Danielle;1/19/2007;Female;Cape raven
728;Mark;10/14/2009;Male;Common shelduck
729;Bob;10/30/2004;Male;Rat
730;Barney;3/8/2017;Male;Indian giant squirrel
731;Ember;5/20/2005;Female;Turkey
732;John;5/23/2006;Male;Chacma baboon
733;Shay;1/6/2012;Female;Greater flamingo
734;Luna;6/17/2007;Female;Eastern boa constrictor
735;Rae;10/16/2013;Female;Great cormorant
736;Macy;6/29/2017;Female;Eurasian hoopoe
737;Marissa;10/16/2004;Female;Eurasian hoopoe
738;Phoebe;9/30/2005;Female;Alpaca
739;Regina;5/5/2017;Female;Gray duiker
740;Hayden;11/4/2010;Male;Vampire Bat
741;Mike;1/12/2010;Male;Dabchick
742;Maxwell;10/11/2009;Male;Black-capped chickadee
743;Joseph;10/10/2012;Male;Cape raven
744;Morgan;1/7/2019;Female;Blue fox
745;Marvin;2/28/2006;Male;Fairy penguin
746;Renee;4/24/2012;Female;Panda
747;Tom;10/15/2011;Male;Cormorant
748;Alan;7/10/2014;Male;Common ringtail
749;Fred;12/16/2016;Male;Dodo
750;Nick;11/1/2016;Male;Dog
751;Chris;10/12/2007;Male;Albatross
752;Tyson;7/18/2012;Male;Gorilla
753;Nathan;5/20/2015;Male;Eurasian hoopoe
754;Bridget;7/25/2008;Female;Wombat
755;Clint;3/2/2011;Male;Armadillo
756;Shelby;8/14/2011;Female;Cereopsis goose
757;Barry;9/3/2010;Male;Cereopsis goose
758;Harvey;12/19/2013;Male;Giant girdled lizard
759;Leroy;4/6/2005;Male;Gerenuk
760;Adina;9/16/2006;Female;Caribou
761;Charlotte;10/17/2007;Female;Badger
762;Brad;11/12/2008;Male;Chipmunk
763;Dorothy;11/8/2017;Female;Dabchick
764;Kassandra;5/31/2016;Female;Cereopsis goose
765;Marvin;6/21/2018;Male;Brown lemur
766;Jayden;12/24/2011;Male;Desert tortoise
767;Rufus;9/26/2014;Male;Common seal
768;Carolyn;9/5/2015;Female;Indian star tortoise
769;Livia;7/11/2019;Female;Bald Eagle
770;Harmony;3/14/2010;Female;Hippopotamus
771;Gil;6/7/2011;Male;Zebu
772;Mike;2/12/2005;Male;Hawk-headed parrot
773;Rosalee;4/25/2013;Female;Gray rhea
774;Martin;12/13/2004;Male;Kaffir cat
775;Adina;1/4/2017;Female;Fringe-eared oryx
776;Karen;3/3/2005;Female;Barking gecko
777;Mike;1/21/2010;Male;Javanese cormorant
778;Peter;12/7/2012;Male;Chestnut weaver
779;Celina;3/26/2017;Female;Great kiskadee
780;Quinn;5/25/2013;Female;Common wombat
781;Josh;2/10/2016;Male;Javan gold-spotted mongoose
782;Javier;3/13/2015;Male;Kelp gull
783;Abdul;7/24/2017;Male;Crested barbet
784;Quinn;11/8/2017;Female;Indian porcupine
785;Gwenyth;7/16/2006;Female;Egyptian vulture
786;Courtney;12/24/2016;Female;Crab
787;Alan;11/28/2004;Male;Ferret
788;Carter;7/4/2014;Male;European wild cat
789;Nate;5/16/2005;Male;Dassie
790;Tess;8/6/2013;Female;Ferret
791;Kieth;12/15/2010;Male;Dodo
792;Liam;8/30/2009;Male;Frilled lizard
793;Cedrick;9/8/2009;Male;Common shelduck
794;Agnes;3/16/2013;Female;Feathertail glider
795;Nathan;2/8/2018;Male;European badger
796;Boris;3/2/2007;Male;Gaur
797;Boris;9/13/2012;Male;Eastern white pelican
798;Elle;7/20/2015;Female;Leopard
799;Marvin;9/19/2009;Male;Tree Frog
800;Kaylee;4/5/2016;Female;Indian peacock
801;Nathan;11/6/2012;Male;Dusky gull
802;Ron;11/26/2010;Male;Bison
803;Mason;10/17/2017;Male;Common turkey
804;Bryon;5/9/2005;Male;Wolf
805;Jackeline;12/9/2006;Female;Eastern diamondback rattlesnake
806;Noemi;3/10/2011;Female;Collared lemming
807;Gabriel;6/13/2007;Male;European red squirrel
808;Sofia;11/7/2004;Female;Four-horned antelope
809;Daria;6/22/2004;Female;Groundhog
810;Ilona;7/4/2017;Female;Crested porcupine
811;Rhea;12/23/2016;Female;Collared lemming
812;Maxwell;5/5/2019;Male;Galah
813;Enoch;11/7/2016;Male;Sparrow
814;Johnny;4/6/2010;Male;Yak
815;Sylvia;4/9/2012;Female;Hippopotamus
816;Lynn;2/29/2004;Female;Eastern diamondback rattlesnake
817;Luke;12/25/2005;Male;Eurasian red squirrel
818;Daron;4/29/2010;Male;Great kiskadee
819;Parker;11/12/2012;Female;wasp
820;Danny;12/30/2010;Male;Bushpig
821;Abbey;7/2/2004;Female;Black rhinoceros
822;Russel;11/9/2008;Male;Bear
823;Cedrick;5/7/2004;Male;European beaver
824;Carter;7/24/2010;Male;Flightless cormorant
825;Hayden;8/21/2009;Female;Bushbuck
826;Clint;6/2/2017;Male;Chital
827;Brad;6/2/2019;Male;Helmeted guinea fowl
828;John;7/26/2012;Male;Eastern boa constrictor
829;Marilyn;3/8/2011;Female;Great cormorant
830;George;5/13/2007;Male;Seal
831;Leah;10/2/2009;Female;Coyote
832;Johnny;4/12/2014;Male;Komodo dragon
833;Raquel;5/4/2011;Female;Yak
834;Bryon;8/18/2011;Male;Black-footed ferret
835;Gil;4/10/2007;Male;Eastern indigo snake
836;Alexander;6/29/2009;Male;Eastern fox squirrel
837;Martin;6/13/2018;Male;Eastern quoll
838;Ron;2/24/2019;Male;Common green iguana
839;Nicholas;11/17/2016;Male;Komodo dragon
840;Cedrick;8/1/2015;Male;Galapagos hawk
841;Gloria;7/19/2009;Female;Dabchick
842;Taylor;12/4/2005;Female;Puma
843;Hank;4/28/2010;Male;Fisher
844;Penny;3/6/2011;Female;Eurasian beaver
845;Rosa;1/18/2016;Female;Blue catfish
846;Jacqueline;2/4/2005;Female;Galapagos hawk
847;Nick;11/2/2012;Male;Indian star tortoise
848;Cedrick;12/22/2014;Male;Brown lemur
849;Stacy;7/10/2010;Female;Gray heron
850;Lorraine;1/22/2013;Female;Boar
851;Johnny;1/30/2018;Male;Common genet
852;Leroy;7/16/2012;Male;Brazilian tapir
853;Chad;3/30/2011;Male;Eastern quoll
854;Cecilia;6/8/2013;Female;Javan gold-spotted mongoose
855;Madelyn;3/7/2019;Female;Eastern fox squirrel
856;Johnny;11/17/2012;Male;Crab
857;Jennifer;4/29/2011;Female;Sparrow
858;Maddison;10/30/2009;Female;Common dolphin
859;Peter;5/19/2012;Male;Blue fox
860;Gina;2/26/2008;Female;Galapagos albatross
861;Hanna;3/26/2004;Female;Great horned owl
862;Lana;10/4/2010;Female;Jabiru stork
863;Owen;11/13/2010;Male;Zebu
864;Skylar;9/8/2006;Female;Jungle cat
865;Leroy;10/31/2006;Male;Burrowing owl
866;Jennifer;3/11/2018;Female;Caracal
867;Ryan;12/26/2014;Male;Blue-tongued lizard
868;Eduardo;4/10/2018;Male;Kaffir cat
869;Nick;6/1/2013;Male;Frilled lizard
870;Kurt;11/5/2007;Male;Egyptian goose
871;Jacqueline;8/30/2008;Female;Honey badger
872;Juliet;4/15/2015;Female;European spoonbill
873;Gabriel;3/19/2007;Male;Dromedary camel
874;Rocco;4/20/2005;Male;Grizzly bear
875;Carl;6/16/2009;Male;Common dolphin
876;Caleb;1/10/2009;Male;Bat
877;Adalind;9/27/2018;Female;Fossa
878;Chester;3/28/2016;Male;Hedgedog
879;Nina;2/13/2018;Female;Bat
880;Parker;6/4/2005;Female;Horned rattlesnake
881;John;9/10/2009;Male;Weasel
882;Leroy;8/15/2018;Male;Komodo Dragon
883;Tom;3/23/2006;Male;Cobra
884;Carl;2/23/2009;Male;Ladybug
885;Kurt;7/27/2018;Male;Egyptian vulture
886;Daniel;1/12/2014;Male;European spoonbill
887;Rocco;12/6/2015;Male;Brown pelican
888;Shelby;5/16/2008;Female;Barking gecko
889;Grace;8/22/2007;Female;Dassie
890;Chuck;6/4/2009;Male;Possum
891;Nathan;5/10/2008;Male;Common wolf
892;Benny;11/20/2004;Male;Duck
893;Allison;3/30/2015;Female;Cape cobra
894;Julian;3/11/2006;Male;Common dolphin
895;Holly;10/11/2007;Female;Common langur
896;Beatrice;12/6/2006;Female;Black-tailed prairie dog
897;Elisabeth;9/16/2004;Female;Griffon vulture
898;Elijah;10/23/2012;Male;Brown lemur
899;Charlize;9/3/2013;Female;Fat-tailed dunnart
900;Chris;1/25/2007;Male;Crested porcupine
901;Jade;9/18/2011;Female;Honey badger
902;Jack;10/27/2010;Male;Common zebra
903;Renee;4/18/2008;Female;King cormorant
904;Karen;7/6/2017;Female;Gray duiker
905;Josh;5/1/2013;Male;Great egret
906;Meredith;7/3/2005;Female;Eagle owl
907;Macy;6/4/2017;Female;Common ringtail
908;Tony;2/19/2018;Male;Caribou
909;Hank;5/27/2004;Male;Boar
910;Georgia;4/20/2017;Female;Blue duck
911;Penelope;11/13/2010;Female;Blue peacock
912;Hope;11/11/2014;Female;Kongoni
913;Teagan;6/10/2010;Female;Hanuman langur
914;Boris;8/6/2011;Male;Vulture
915;Jacob;3/12/2006;Male;Huron
916;Emely;1/18/2017;Female;Leopard
917;Sabrina;10/1/2018;Female;Deer
918;Manuel;5/14/2007;Male;Cheetah
919;Sofie;5/23/2017;Female;King cormorant
920;Henry;11/27/2007;Male;Swan
921;Adalie;8/10/2010;Female;Eastern fox squirrel
922;Georgia;3/17/2019;Female;Albatross
923;Kirsten;11/29/2015;Female;Fox
924;Christy;9/3/2019;Female;Grizzly bear
925;Boris;11/22/2009;Male;Chicken
926;Russel;4/1/2015;Male;Shirmp
927;Laila;2/6/2015;Female;Galah
928;George;9/24/2015;Male;Sea Lion
929;Adina;3/8/2004;Female;African lion
930;Michael;4/2/2017;Male;Hippopotamus
931;Teagan;2/2/2013;Female;Blue catfish
932;Jolene;11/15/2006;Female;Greater flamingo
933;Phoebe;7/27/2014;Female;Horned rattlesnake
934;Domenic;2/10/2008;Male;Common genet
935;Nicholas;8/5/2012;Male;Helmeted guinea fowl
936;Matt;1/24/2014;Male;Sea Lion
937;Javier;12/16/2018;Male;Jungle cat
938;Andrea;5/31/2015;Female;African elephant
939;Charlotte;1/17/2006;Female;Dusky gull
940;Margaret;12/30/2011;Female;Carmine bee-eater
941;Carolyn;8/23/2016;Female;Fisher
942;Logan;11/2/2013;Male;Galapagos sea lion
943;Jacob;4/16/2007;Male;Possum
944;Emma;10/2/2004;Female;Deer
945;Kurt;3/31/2014;Male;Chestnut weaver
946;Caydence;12/30/2018;Female;Chacma baboon
947;Marvin;1/31/2011;Male;Armadillo
948;Eryn;9/27/2004;Female;Giant armadillo
949;Javier;9/8/2018;Male;Hawk-headed parrot
950;Emmanuelle;9/22/2009;Female;Crab
951;Anabelle;10/28/2004;Female;Badger
952;Gemma;3/21/2009;Female;Monkey
953;Johnny;8/26/2013;Male;Buttermilk snake
954;Judith;8/28/2015;Female;Groundhog
955;Rylee;11/7/2009;Female;Brown hyena
956;Marvin;8/3/2013;Male;Cheetah
957;Alan;4/22/2017;Male;Hoary marmot
958;Chris;9/23/2005;Male;Groundhog
959;Jack;1/28/2007;Male;Bald Eagle
960;Owen;8/10/2008;Male;Galapagos sea lion
961;Kurt;11/28/2012;Male;Fairy penguin
962;Denis;1/23/2016;Male;Eastern indigo snake
963;Olivia;9/11/2005;Female;Yak
964;Erick;11/16/2009;Male;European stork
965;Madison;5/30/2017;Female;Polar Bear
966;Charlotte;5/29/2019;Female;Cape fox
967;Julian;4/12/2017;Male;Ferret
968;Liam;10/5/2015;Male;Zebra
969;Jacob;1/16/2004;Male;European spoonbill
970;Bryon;6/28/2012;Male;Ferruginous hawk
971;Ryan;8/5/2015;Male;Collared lemming
972;Destiny;11/15/2014;Female;Deer
973;Percy;1/13/2005;Male;Herring gull
974;Noah;12/26/2009;Male;Galah
975;Carter;10/1/2007;Male;Badger
976;Kieth;9/4/2015;Male;Hippopotamus
977;Ronald;7/3/2005;Male;Catfish
978;Chad;8/29/2008;Male;Carpet python
979;Sebastian;12/5/2010;Male;Cobra
980;Monica;10/15/2014;Female;Brown lemur
981;John;6/29/2014;Male;Fly
982;Mason;8/18/2008;Male;Eastern indigo snake
983;Rosa;4/7/2006;Female;Zebra
984;Aiden;10/13/2010;Male;Hippopotamus
985;Caydence;11/1/2009;Female;Komodo dragon
986;Jackeline;3/5/2011;Female;Polar Bear
987;Livia;4/15/2009;Female;Four-horned antelope
988;Erick;8/20/2006;Male;Galah
989;Macy;8/31/2004;Female;Wolf
990;Eden;11/16/2013;Female;Giant heron
991;Phillip;6/8/2014;Male;Dusky gull
992;Julius;5/25/2006;Male;Seal
993;Matt;10/9/2004;Male;Vulture
994;Marvin;11/27/2006;Male;Field flicker
995;Melody;1/22/2005;Female;Hottentot teal
996;Janelle;6/26/2011;Female;Brown lemur
997;Cherish;4/14/2010;Female;King cormorant
998;Aeris;3/7/2013;Female;Four-horned antelope
999;Nathan;3/19/2006;Male;Goliath heron
1000;Chelsea;3/23/2008;Female;Common duiker
1001;Gemma;2/15/2015;Female;Impala
1002;Olivia;11/4/2010;Female;Harrie
1003;Hailey;1/30/2017;Female;Indian leopard
1004;Sadie;3/14/2010;Female;Lemur
1005;Leslie;3/13/2018;Female;Ant
1006;Nathan;12/6/2014;Male;Fossa
1007;Harry;3/6/2016;Male;Black-capped chickadee
1008;Russel;10/1/2014;Male;European spoonbill
1009;Luke;2/15/2014;Male;Crested porcupine
1010;Aiden;4/6/2004;Male;Gray heron
1011;Daron;7/14/2014;Male;Javan gold-spotted mongoose
1012;Luke;12/29/2011;Male;Fork-tailed drongo
1013;Raquel;9/24/2012;Female;Horse
1014;Charlotte;3/30/2010;Female;Koala
1015;Fiona;6/16/2016;Female;Red Panda
1016;Ryan;4/29/2008;Male;Gray rhea
1017;Shay;3/14/2014;Female;Common wombat
1018;Adela;10/27/2007;Female;Impala
1019;Carl;3/8/2004;Male;Falcon
1020;Hazel;7/7/2010;Female;Fat-tailed dunnart
1021;Lucas;2/19/2014;Male;Gerenuk
1022;Domenic;4/9/2006;Male;Eastern indigo snake
1023;Caleb;6/18/2011;Male;eagle
1024;Lauren;8/29/2019;Female;Galapagos mockingbird
1025;Savannah;10/2/2011;Female;Honey badger
1026;Percy;3/30/2012;Male;Horned lark
1027;Felicity;12/11/2008;Female;Eastern white pelican
1028;Nicholas;7/8/2017;Male;Indian peacock
1029;Trisha;12/8/2017;Female;Galapagos hawk
1030;Domenic;7/28/2004;Male;European wild cat
1031;Camila;12/13/2004;Female;Turkey
1032;John;7/10/2019;Male;Yak
1033;Julius;8/30/2017;Male;Common green iguana
1034;Hank;11/6/2005;Male;California sea lion
1035;Carter;8/8/2010;Male;Hamster
1036;Matt;5/16/2010;Male;Dabchick
1037;Callie;3/1/2007;Female;Frilled dragon
1038;Cedrick;10/29/2016;Male;King cormorant
1039;Chuck;8/13/2011;Male;Indian star tortoise
1040;Ryan;9/8/2011;Male;Hawk-headed parrot
1041;Alexander;12/19/2010;Male;Falcon
1042;Michael;6/3/2005;Male;Hoary marmot
1043;Deborah;1/9/2017;Female;Crested porcupine
1044;Johnathan;2/10/2005;Male;Eastern fox squirrel
1045;Elijah;6/4/2008;Male;Owl
1046;Keira;5/5/2011;Female;Field flicker
1047;Anthony;10/24/2010;Male;Wolverine
1048;Emerald;5/18/2018;Female;Sea Lion
1049;Cadence;5/13/2004;Female;Chacma baboon
1050;Doug;10/8/2011;Male;Giant heron
1051;Adalind;9/21/2009;Female;Common wombat
1052;Hayden;8/3/2012;Male;Kiwi
1053;Chester;4/17/2008;Male;Common genet
1054;Gabriel;8/1/2017;Male;Gerenuk
1055;Percy;11/17/2006;Male;Gray heron
1056;Benjamin;4/13/2017;Male;Giraffe
1057;Carrie;5/8/2006;Female;Common green iguana
1058;Katelyn;2/20/2008;Female;Barking gecko
1059;Ilona;3/19/2017;Female;Eastern fox squirrel
1060;Rocco;2/4/2010;Male;Badger
1061;Nate;10/26/2015;Male;Hamster
1062;Matt;5/1/2005;Male;Chacma baboon
1063;Ron;8/12/2016;Male;Baboon
1064;Joseph;8/5/2008;Male;wasp
1065;Peter;9/22/2009;Male;Bat
1066;Michael;6/15/2011;Male;Hoary marmot
1067;Ramon;8/2/2016;Male;Albatross
1068;Stephanie;11/15/2009;Female;Galapagos albatross
1069;Josh;12/26/2015;Male;Galapagos mockingbird
1070;Kieth;3/5/2016;Male;Horned rattlesnake
1071;Emerald;1/9/2009;Female;Euro wallaby
1072;Daron;5/22/2016;Male;Ant
1073;Denny;5/21/2004;Male;Grizzly bear
1074;Leroy;8/19/2009;Male;Dog
1075;Jasmine;10/17/2012;Female;wasp
1076;Russel;1/6/2015;Male;Common green iguana
1077;Jack;10/4/2008;Male;Honey badger
1078;Elle;3/6/2005;Female;Koala
1079;Martin;3/30/2009;Male;Downy woodpecker
1080;Alex;4/19/2017;Female;African elephant
1081;Celina;11/23/2005;Female;Zebu
1082;Peter;12/19/2014;Male;Horse
1083;Mara;3/1/2009;Female;Cobra
1084;Benny;4/15/2004;Male;Dabchick
1085;Sienna;1/6/2016;Female;Eurasian red squirrel
1086;Daria;12/19/2006;Female;African elephant
1087;Nick;4/22/2010;Male;Baboon
1088;Caleb;9/2/2014;Male;Great horned owl
1089;Lucas;9/2/2015;Male;Giant otter
1090;Leroy;1/31/2011;Male;Japanese macaque
1091;Joseph;8/16/2016;Male;Dog
1092;Mike;1/21/2017;Male;Sea Lion
1093;Aileen;7/16/2019;Female;Ferret
1094;Erick;12/9/2006;Male;Dabchick
1095;Bryon;11/16/2007;Male;Chestnut weaver
1096;Rae;8/7/2015;Female;Horned rattlesnake
1097;Marvin;4/15/2013;Male;Kelp gull
1098;Cassidy;8/16/2012;Female;European badger
1099;Michael;5/9/2006;Male;Hedgedog
1100;Julius;12/10/2010;Male;Brown lemur
1101;Crystal;1/3/2018;Female;Catfish
1102;Jackeline;3/3/2009;Female;Chestnut weaver
1103;Celia;5/8/2016;Female;Zebu
1104;Barry;9/16/2018;Male;Galah
1105;Emma;11/16/2018;Female;Jabiru stork
1106;Rosie;10/10/2015;Female;Common shelduck
1107;Tony;12/27/2008;Male;Cape cobra
1108;Erick;10/6/2007;Male;Caracal
1109;Hannah;9/24/2009;Female;Jungle kangaroo
1110;Charlotte;3/19/2004;Female;Donkey
1111;Peter;4/25/2014;Male;Vampire Bat
1112;Liam;6/18/2007;Male;Possum
1113;Percy;12/23/2006;Male;Frilled dragon
1114;Liliana;11/2/2014;Female;Eastern grey kangaroo
1115;Mara;3/24/2017;Female;Hoary marmot
1116;Christine;11/13/2016;Female;Common langur
1117;Logan;4/12/2010;Male;Dusky gull
1118;Remy;3/11/2004;Female;Fisher
1119;Courtney;11/26/2018;Female;Black spider monkey
1120;Phillip;1/26/2016;Male;Cereopsis goose
1121;Alice;12/3/2018;Female;Giant heron
1122;Harvey;7/20/2004;Male;Chipmunk
1123;Denny;6/30/2008;Male;Burrowing owl
1124;Chanelle;2/27/2017;Female;Lion
1125;Skylar;11/4/2009;Female;Galapagos tortoise
1126;Cherish;12/28/2010;Female;Sloth
1127;David;4/20/2013;Male;Sloth
1128;Daron;2/21/2006;Male;Hottentot teal
